component,avg_mape,max_mape,num_metrics
dtlb,614.5331160305661,614.5331160305661,1
l3_cache,466.7740108024183,823.2043069294076,2
l1i_cache,141.61070210439556,189.43848095205297,2
itlb,100.0,100.0,1
l1d_cache,82.48583657251046,84.2924621187104,2
branch_predictor,76.86086403889395,97.59016403682448,2
pipeline,58.335577405785585,58.335577405785585,1
