benchmark,ipc_hw,ipc_gem5,ipc_abs_err,ipc_pct_err,ipc_abs_pct_err,branch_mpki_hw,branch_mpki_gem5,branch_mpki_abs_err,branch_mpki_pct_err,branch_mpki_abs_pct_err,branch_miss_rate_hw,branch_miss_rate_gem5,branch_miss_rate_abs_err,branch_miss_rate_pct_err,branch_miss_rate_abs_pct_err,l1d_mpki_hw,l1d_mpki_gem5,l1d_mpki_abs_err,l1d_mpki_pct_err,l1d_mpki_abs_pct_err,l1d_miss_rate_hw,l1d_miss_rate_gem5,l1d_miss_rate_abs_err,l1d_miss_rate_pct_err,l1d_miss_rate_abs_pct_err,l1i_mpki_hw,l1i_mpki_gem5,l1i_mpki_abs_err,l1i_mpki_pct_err,l1i_mpki_abs_pct_err,l1i_miss_rate_hw,l1i_miss_rate_gem5,l1i_miss_rate_abs_err,l1i_miss_rate_pct_err,l1i_miss_rate_abs_pct_err,l3_mpki_hw,l3_mpki_gem5,l3_mpki_abs_err,l3_mpki_pct_err,l3_mpki_abs_pct_err,l3_miss_rate_hw,l3_miss_rate_gem5,l3_miss_rate_abs_err,l3_miss_rate_pct_err,l3_miss_rate_abs_pct_err,dtlb_mpki_hw,dtlb_mpki_gem5,dtlb_mpki_abs_err,dtlb_mpki_pct_err,dtlb_mpki_abs_pct_err,itlb_mpki_hw,itlb_mpki_gem5,itlb_mpki_abs_err,itlb_mpki_pct_err,itlb_mpki_abs_pct_err
basicmath_large,0.7835584043027919,2.592068030828397,1.808509626525605,230.80725273246378,230.80725273246378,1.819169662142303,1.185936294761709,0.6332333673805941,-34.80892302452326,34.80892302452326,0.007796583146424268,0.01332732131345986,0.005530738167035592,70.93797453532122,70.93797453532122,4.1808285048182965,0.00012787194824734205,4.18070063287005,-99.99694146870412,99.99694146870412,0.013786163991264097,6.929979566164988e-07,0.01378547099330748,-99.99497323579601,99.99497323579601,1.8031434376666209,0.0002637203143190797,1.802879717352302,-99.98537441288308,99.98537441288308,0.016369948372739532,3.3218709632536924e-06,0.01636662650177628,-99.97970750494983,99.97970750494983,9.055641046476474,0.00028241504359500694,9.05535863143288,-99.99688133570947,99.99688133570947,0.6471797442185574,1.0,0.3528202557814426,54.51657888450424,54.51657888450424,0.0013356487091011778,1.7946940104890115e-05,0.0013177017689962878,-98.65631284763737,98.65631284763737,0.02327726033307223,0.0,0.02327726033307223,-100.0,100.0
basicmath_small,0.7117537683406999,2.1828181215335793,1.4710643531928795,206.68163887946082,206.68163887946082,2.3579829078601247,0.9730658296533615,1.384917078206763,-58.73312624914566,58.73312624914566,0.010281517291588368,0.011103107479176273,0.0008215901875879041,7.990943012468332,7.990943012468332,4.141368737776615,0.004765132087891568,4.136603605688723,-99.88493823202882,99.88493823202882,0.012542387860054837,2.530633663803356e-05,0.012517081523416802,-99.79823350289917,99.79823350289917,2.3865905722687835,0.009567203184216404,2.3770233690845672,-99.59912675029462,99.59912675029462,0.01890826296228942,0.00012250332952461494,0.018785759632764805,-99.35211748551977,99.35211748551977,9.764561260857443,0.010324452857098399,9.754236808000345,-99.89426608547703,99.89426608547703,0.5721245882210061,1.0,0.4278754117789939,74.7871041706933,74.7871041706933,0.004976297981432876,0.0006556673996905066,0.004320630581742369,-86.82419336348275,86.82419336348275,0.011041413187328375,0.0,0.011041413187328375,-100.0,100.0
bitcount,4.177905078814302,3.2600163377349562,0.9178887410793455,-21.970071692960634,21.970071692960634,0.49563360187102756,0.16087793293046576,0.3347556689405618,-67.54095518884351,67.54095518884351,0.0023886181346892644,0.001555142182482726,0.0008334759522065384,-34.89364583238272,34.89364583238272,0.25019942569212866,0.008274484890330896,0.24192494080179777,-96.69284417122816,96.69284417122816,0.004028213220257451,0.00021119284215227459,0.0038170203781051765,-94.7571583080506,94.7571583080506,0.03647798502377383,0.015066087183828299,0.02141189783994553,-58.69813759173028,58.69813759173028,0.042400576049628894,0.0006346406347405781,0.041765935414888315,-98.50322638542046,98.50322638542046,0.14600724508535992,0.016311708565168434,0.1296955365201915,-88.82815126356768,88.82815126356768,0.09250788762586236,1.0,0.9074921123741376,980.9889033942558,980.9889033942558,0.006933438041749304,0.00120113490343513,0.005732303138314174,-82.67620051982055,82.67620051982055,0.007719704211432215,0.0,0.007719704211432215,-100.0,100.0
crc_large,2.7389916407700285,2.2991147621715253,0.4398768785985032,-16.0598109191322,16.0598109191322,0.07272099202317166,0.003321443951662645,0.06939954807150901,-95.43262012899342,95.43262012899342,0.0003341880137629203,5.090851811859683e-05,0.0002832794956443235,-84.76650387745136,84.76650387745136,1.1435438855972258,0.0009077035326244436,1.1426361820646014,-99.92062363814308,99.92062363814308,0.003704443659233435,4.6381608277512075e-06,0.003699805498405684,-99.87479467217189,99.87479467217189,0.012229336778226678,0.000756691703905449,0.01147264507432123,-93.81248781002847,93.81248781002847,0.004914650111152445,5.80182211136493e-06,0.0049088482890410805,-99.88194841992517,99.88194841992517,0.45953542681033177,0.0009419872991444316,0.45859343951118736,-99.79501312756607,99.79501312756607,0.23126261356236016,1.0,0.7687373864376399,332.40884663372066,332.40884663372066,0.01180813253874611,6.203729179807349e-05,0.011746095246948036,-99.47462232834438,99.47462232834438,0.0005621394983181723,0.0,0.0005621394983181723,-100.0,100.0
crc_small,2.6234684776479953,2.290627289024232,0.33284118862376344,-12.687066433600295,12.687066433600295,0.23097006410520382,0.015657255910280974,0.21531280819492285,-93.22108864153526,93.22108864153526,0.0010359290130990662,0.00023988847009001529,0.000796040543009051,-76.84315555827814,76.84315555827814,1.3755639462598357,0.017656054537125352,1.3579078917227103,-98.71644974520215,98.71644974520215,0.004395356300802946,9.023077188736671e-05,0.00430512552891558,-97.94713407259195,97.94713407259195,0.05371540096005807,0.014705447040355079,0.039009953919702994,-72.62340636479692,72.62340636479692,0.01408393833431587,0.00011275034956257243,0.0139711879847533,-99.19944019289085,99.19944019289085,0.1539697760317261,0.01830645726490805,0.13566331876681806,-88.11035663185227,88.11035663185227,0.04054667856273826,1.0,0.9594533214372617,2366.29325865173,2366.29325865173,0.013090048972491216,0.0011897610874073688,0.011900287885083847,-90.91095006666777,90.91095006666777,0.0134904504704733,0.0,0.0134904504704733,-100.0,100.0
dijkstra_large,2.4669017210940227,2.840982947649289,0.37408122655526643,15.16401011668064,15.16401011668064,1.339060924061398,0.4308149681108222,0.9082459559505758,-67.82708237022167,67.82708237022167,0.005922949106431423,0.003458202860054201,0.002464746246377222,-41.613496960507085,41.613496960507085,2.8532609849259085,0.7593576230462187,2.09390336187969,-73.38632438259282,73.38632438259282,0.009577103390654268,0.00487139809686475,0.004705705293789518,-49.13495345974378,49.13495345974378,0.02893395342390022,0.002766941347205204,0.026167012076695015,-90.43704361216108,90.43704361216108,0.011519613300487626,5.405048186058307e-05,0.011465562818627043,-99.53079603932282,99.53079603932282,0.2331544842851239,0.005594392346138554,0.22756009193898533,-97.6005641224137,97.6005641224137,0.23845277897659617,1.0,0.7615472210234038,319.3702435726902,319.3702435726902,0.0026234264569904254,0.18703808393041302,0.1844146574734226,7029.534103463364,7029.534103463364,0.004733352774143578,0.0,0.004733352774143578,-100.0,100.0
dijkstra_small,2.6007127134408368,2.8031738212774138,0.202461107836577,7.784831703641486,7.784831703641486,1.2470069530151118,0.4135428781450356,0.8334640748700761,-66.83716340593459,66.83716340593459,0.00577535880768883,0.003399985724791626,0.0023753730828972044,-41.12944601355038,41.12944601355038,2.6121895011906386,0.6632463986525301,1.9489431025381085,-74.60956035730862,74.60956035730862,0.008646374618057593,0.004060652615815755,0.004585722002241838,-53.036355753829454,53.036355753829454,0.05402124923535696,0.012144377480612556,0.04187687175474441,-77.5192583427633,77.5192583427633,0.019852336659519933,0.00022215287999127447,0.01963018377952866,-98.88097364153482,98.88097364153482,0.26846126294793715,0.024727708364138817,0.24373355458379833,-90.78909631408004,90.78909631408004,0.14803347685162788,1.0,0.8519665231483722,575.5228758169935,575.5228758169935,0.011558748821369516,0.17106989563553632,0.1595111468141668,1380.0035737368626,1380.0035737368626,0.010352427786881236,0.0,0.010352427786881236,-100.0,100.0
fft_large,1.7164694548724904,2.5945141390823867,0.8780446842098963,51.15411064947397,51.15411064947397,3.266707865086014,2.3314755315916265,0.9352323334943877,-28.629200164789225,28.629200164789225,0.015643006552522133,0.02849097461502828,0.012847968062506147,82.13234469581336,82.13234469581336,1.1663657940551444,0.2308686004805891,0.9354971935745553,-80.20615816604838,80.20615816604838,0.0036778616906661915,0.0011669535655857671,0.0025109081250804244,-68.27086868037198,68.27086868037198,0.06573891889396814,0.0019285593920891676,0.06381035950187898,-97.06633539988727,97.06633539988727,0.0030777216233232652,2.539890835318822e-05,0.003052322714970077,-99.1747496537467,99.1747496537467,2.3987105148343963,0.01575702017795511,2.3829534946564412,-99.3431045521955,99.3431045521955,0.3714176223469956,0.9325296519541124,0.5611120296071168,151.0730767327189,151.0730767327189,0.0033446252458125356,0.0019827693238940593,0.0013618559219184764,-40.717743299447896,40.717743299447896,0.007956388605586456,0.0,0.007956388605586456,-100.0,100.0
fft_small,1.478600190163574,2.6007572333427946,1.1221570431792207,75.89320295265749,75.89320295265749,3.1156637619582677,2.2103304742038867,0.9053332877543809,-29.057477215877675,29.057477215877675,0.013196121629725662,0.026233729206119015,0.013037607576393353,98.79878302292062,98.79878302292062,1.3441368381512102,0.08860065197920437,1.2555361861720058,-93.40836070670677,93.40836070670677,0.0037072057575444294,0.00044481584810004076,0.003262389909444389,-88.00131750996533,88.00131750996533,0.11302425458661043,0.01697870234580569,0.09604555224080474,-84.97782408925784,84.97782408925784,0.003838469619587191,0.0002261755647821139,0.0036122940548050774,-94.10766302205519,94.10766302205519,3.002963287739578,0.03561820352369019,2.967345084215888,-98.81389813624723,98.81389813624723,0.5075177842320159,1.0,0.4924822157679841,97.03743022783254,97.03743022783254,0.003237803679210964,0.0011417991970541818,0.0020960044821567822,-64.73537897355061,64.73537897355061,0.015516551478064852,0.0,0.015516551478064852,-100.0,100.0
gsm_large,2.794172696039045,2.63792845042261,0.15624424561643524,-5.591789148821169,5.591789148821169,2.0089462330772068,1.0813623525420621,0.9275838805351446,-46.17265834508256,46.17265834508256,0.03594746536329291,0.03558268611776869,0.00036477924552421465,-1.0147565115862167,1.0147565115862167,0.14425154936921186,0.0006384593836661218,0.14361308998554573,-99.55739859539948,99.55739859539948,0.0004872925078729876,3.444284700497466e-06,0.00048384822317249014,-99.29317922093003,99.29317922093003,0.04480188453896196,0.0688958554965875,0.02409397095762554,53.778922930512486,53.778922930512486,0.0029730980255856334,0.0013293655879463063,0.001643732437639327,-55.28685645390211,55.28685645390211,0.1630959893707424,0.000861686014141074,0.16223430335660133,-99.47166940311307,99.47166940311307,0.22800106712551363,1.0,0.7719989328744864,338.59443844159915,338.59443844159915,0.0006309481558802982,0.00017431450165293467,0.0004566336542273636,-72.37261096203203,72.37261096203203,0.0003853257912901387,0.0,0.0003853257912901387,-100.0,100.0
