component,avg_mape,max_mape,num_metrics
dtlb,2141.172301799295,2141.172301799295,1
l1i_cache,799.7433147537536,1005.982225899702,2
l3_cache,558.8952137411633,1004.7118435614693,2
branch_predictor,104.06536742253738,109.18578957748434,2
itlb,100.0,100.0,1
l1d_cache,92.4018120552079,94.37394364280087,2
pipeline,40.30578603738679,40.30578603738679,1
