component,avg_mape,max_mape,num_metrics
itlb,2474.867975479724,2474.867975479724,1
l1i_cache,529.210352414661,843.0080854700178,2
l3_cache,503.718865430893,926.6379748935065,2
dtlb,355.34963552039045,355.34963552039045,1
l1d_cache,64.66056942426187,68.83187771663383,2
pipeline,53.481471718946615,53.481471718946615,1
branch_predictor,51.77026041978222,57.31949097922192,2
