component,avg_mape,max_mape,num_metrics
dtlb,1104.5571422345918,1104.5571422345918,1
l3_cache,479.47173650924447,823.2043069294076,2
l1i_cache,203.18471655684013,312.5865098569421,2
itlb,100.0,100.0,1
branch_predictor,89.51399447189662,122.89642490282984,2
l1d_cache,81.83233781047437,82.98546459463822,2
pipeline,43.49074755763259,43.49074755763259,1
