name,coefficient
alpha_G_global,0.4270084758321846
alpha_0_bias,0.7600155833469435
branch_mpki,0.0022601490233888784
l1d_mpki,0.0
l1i_mpki,0.11820615531367075
l3_mpki,0.0
dtlb_mpki,0.04430768501313073
itlb_mpki,0.0044760130648139225
