metric,component,n_benchmarks,mape_pct,mpe_pct,std_pct,min_pct_err,max_pct_err
ipc,pipeline,3,56.665700831106925,-56.665700831106925,8.395317336566091,-63.437672782126185,-47.272498353538836
branch_mpki,branch_predictor,3,63.14586857663604,-63.14586857663604,46.24420417806774,-99.16101051010818,-10.995822835848944
l1d_mpki,l1d_cache,3,82.12118091056666,-82.12118091056666,22.66131531629241,-97.81251234372465,-56.140692331452726
l1i_mpki,l1i_cache,3,58.85144558352365,-32.339894734140245,69.77638523897922,-99.52476679111028,39.76732627407512
l3_mpki,l3_cache,3,97.32123386061055,-97.32123386061055,2.1372797263720895,-98.96704282589066,-94.90570598679672
dtlb_mpki,dtlb,3,78.6302571837001,-78.6302571837001,10.654284715187368,-89.20108977136528,-67.89443663009538
itlb_mpki,itlb,3,90.52207903325866,-90.52207903325866,5.675366023853305,-96.17464876047195,-84.82418815316014
